teamId,teamName,teamSeason,teamVenue,teamGames,teamWins,teamLosses,teamPoints,teamGoalsPerGame,teamFirstGame,teamFirstOpponent
1,New Jersey Devils,20212022,Prudential Center,82,27,46,63,2.988,2021-10-15T23:00:00Z,Chicago Blackhawks
