teamId,teamName,teamSeason,teamVenue,teamGames,teamWins,teamLosses,teamPoints,teamGoalsPerGame,teamFirstGame,teamFirstOpponent
1,New Jersey Devils,20222023,Prudential Center,19,16,3,32,3.842,2022-10-13T23:00:00Z,Philadelphia Flyers
