teamId,teamName,teamSeason,teamVenue,teamGames,teamWins,teamLosses,teamPoints,teamGoalsPerGame,teamFirstGame,teamFirstOpponent
1,New Jersey Devils,20182019,Prudential Center,82,31,41,72,2.671,2018-10-06T17:00:00Z,Edmonton Oilers
